name,team,pos,age,GP,GS,MPG,PTS,REB,OREB,DREB,AST,STL,BLK,TOV,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%
Jakob Poeltl,TOR,C,28,50,50,26.4,11.1,8.6,2.9,5.7,2.5,0.7,1.5,1.5,5.0,7.6,.656,0.0,0.0, ,1.2,2.1,.551
Russell Westbrook,LAC,PG,35,68,11,22.5,11.1,5.0,1.4,3.7,4.5,1.1,0.3,2.1,4.4,9.8,.454,0.6,2.3,.273,1.6,2.4,.688
Daniel Gafford,2TM,C,25,74,66,24.5,11.0,7.6,2.6,5.0,1.6,0.9,2.1,1.0,4.7,6.5,.725,0.0,0.0, ,1.6,2.4,.674
Wendell Carter Jr.,ORL,C,24,55,48,25.6,11.0,6.9,2.0,4.9,1.7,0.6,0.5,1.2,4.1,7.7,.525,1.2,3.1,.374,1.7,2.4,.694
Eric Gordon,PHO,SG,35,68,24,27.8,11.0,1.8,0.2,1.6,2.0,1.0,0.4,1.1,4.0,9.1,.443,2.2,5.8,.378,0.8,0.9,.797
Herbert Jones,NOP,SF,25,76,76,30.5,11.0,3.6,1.0,2.6,2.6,1.4,0.8,1.2,3.9,7.7,.498,1.5,3.6,.418,1.8,2.1,.867
Luke Kennard,MEM,SG,27,39,22,25.6,11.0,2.9,0.3,2.6,3.5,0.5,0.1,1.4,3.6,8.1,.448,2.7,6.1,.450,1.0,1.2,.889
Luguentz Dort,OKC,SF,24,79,79,28.4,10.9,3.6,0.9,2.7,1.4,0.9,0.6,0.9,3.6,8.3,.438,2.0,5.0,.394,1.6,2.0,.826
Jusuf Nurkić,PHO,C,29,76,76,27.3,10.9,11.0,2.9,8.1,4.0,1.1,1.1,2.3,4.2,8.3,.510,0.3,1.2,.244,2.2,3.4,.640
Isaiah Stewart,DET,PF,22,46,45,30.9,10.9,6.6,1.6,5.0,1.6,0.4,0.8,1.4,4.0,8.3,.487,1.5,3.8,.383,1.4,1.8,.753
Moritz Wagner,ORL,C,26,80,1,17.7,10.9,4.3,1.5,2.9,1.2,0.5,0.3,1.2,4.2,6.9,.601,0.5,1.4,.330,2.1,2.6,.814
Bruce Brown,2TM,SG,27,67,44,27.9,10.8,4.2,0.8,3.4,2.9,0.9,0.3,1.3,4.1,8.7,.478,0.8,2.4,.323,1.7,2.1,.824
Jake LaRavia,MEM,PF,22,35,6,23.0,10.8,3.7,1.5,2.2,1.7,0.8,0.3,1.3,3.4,8.7,.389,1.5,4.5,.340,2.6,3.1,.826
Santi Aldama,MEM,PF,23,61,35,26.5,10.7,5.8,1.2,4.6,2.3,0.7,0.9,1.1,4.0,9.3,.435,1.7,5.0,.349,0.9,1.4,.621
Simone Fontecchio,2TM,SF,28,66,43,24.9,10.5,3.7,1.0,2.8,1.5,0.7,0.3,1.0,3.8,8.3,.460,2.0,5.1,.401,0.8,1.0,.818
Spencer Dinwiddie,2TM,PG,30,76,52,28.3,10.5,2.7,0.4,2.3,4.7,0.7,0.3,1.2,3.3,8.4,.392,1.6,4.8,.337,2.2,2.8,.805
Jaden McDaniels,MIN,SF,23,72,71,29.2,10.5,3.1,0.8,2.3,1.4,0.9,0.6,1.2,4.3,8.7,.489,1.2,3.5,.337,0.8,1.1,.722
Alec Burks,2TM,SG,32,66,1,18.4,10.4,2.3,0.4,1.9,1.3,0.4,0.2,0.7,3.2,8.6,.369,1.9,5.0,.376,2.2,2.5,.868
Dalano Banton,2TM,PG,24,54,9,19.4,10.3,3.3,0.8,2.5,2.4,0.6,0.4,1.4,3.7,9.3,.404,1.1,3.7,.296,1.7,2.2,.783
Grant Williams,2TM,PF,25,76,43,28.0,10.3,4.2,1.1,3.1,2.3,0.6,0.5,1.4,3.6,8.0,.456,1.7,4.4,.375,1.4,1.8,.757
Obi Toppin,IND,PF,25,82,28,21.1,10.3,3.9,1.0,2.9,1.6,0.6,0.5,0.8,4.0,7.1,.573,1.2,3.1,.403,0.9,1.2,.770
Kevin Huerter,SAC,SG,25,64,59,24.4,10.2,3.5,0.6,2.9,2.6,0.7,0.4,0.8,3.9,8.8,.443,1.9,5.3,.361,0.6,0.7,.766
Reggie Jackson,DEN,PG,33,82,23,22.2,10.2,1.9,0.4,1.5,3.8,0.5,0.2,1.3,4.0,9.2,.431,1.2,3.5,.359,1.0,1.2,.806
T.J. McConnell,IND,PG,31,71,4,18.2,10.2,2.7,0.5,2.2,5.5,1.0,0.1,1.5,4.6,8.4,.556,0.3,0.6,.409,0.7,0.9,.790
Onyeka Okongwu,ATL,C,23,55,8,25.5,10.2,6.8,2.6,4.2,1.3,0.5,1.1,0.8,4.1,6.6,.611,0.4,1.3,.333,1.7,2.1,.793
Kentavious Caldwell-Pope,DEN,SG,30,76,76,31.6,10.1,2.4,0.4,2.0,2.4,1.3,0.6,1.0,3.6,7.7,.460,1.6,4.1,.406,1.3,1.5,.894
Alex Caruso,CHI,SG,29,71,57,28.7,10.1,3.8,0.9,3.0,3.5,1.7,1.0,1.4,3.6,7.6,.468,1.9,4.7,.408,1.0,1.4,.760
Talen Horton-Tucker,UTA,PG,23,51,11,19.8,10.1,2.4,0.4,2.0,3.5,0.9,0.4,1.3,3.6,9.1,.396,1.2,3.6,.330,1.7,2.1,.807
Tre Jones,SAS,PG,24,77,48,27.8,10.0,3.8,0.8,3.0,6.2,1.0,0.1,1.5,3.9,7.8,.505,0.8,2.5,.335,1.3,1.5,.856
Caleb Martin,MIA,SF,28,64,23,27.4,10.0,4.4,1.2,3.2,2.2,0.7,0.5,1.2,3.8,8.7,.431,1.3,3.6,.349,1.2,1.5,.778
Patrick Williams,CHI,PF,22,43,30,27.3,10.0,3.9,1.1,2.8,1.5,0.9,0.8,1.3,3.7,8.3,.443,1.4,3.4,.399,1.2,1.5,.788
Vince Williams Jr.,MEM,SG,23,52,33,27.6,10.0,5.6,1.1,4.4,3.4,0.9,0.7,1.8,3.3,7.3,.446,1.5,4.0,.378,2.0,2.5,.800
Josh Richardson,MIA,SG,30,43,6,25.7,9.9,2.8,0.4,2.4,2.4,0.6,0.3,0.8,3.6,8.1,.444,1.5,4.4,.347,1.2,1.3,.944
Jalen Smith,IND,C,23,61,14,17.2,9.9,5.5,1.8,3.7,1.0,0.3,0.6,0.7,3.8,6.5,.592,1.0,2.4,.424,1.2,1.7,.692
Gordon Hayward,2TM,SF,33,51,28,24.4,9.8,3.5,0.7,2.8,3.1,0.8,0.3,1.3,3.7,7.9,.464,0.7,1.8,.411,1.7,2.4,.742
Kelly Olynyk,2TM,C,32,78,27,22.6,9.8,5.3,1.4,3.9,4.4,0.9,0.4,1.9,3.5,6.4,.555,0.8,2.0,.387,1.9,2.3,.833
Tari Eason,HOU,PF,22,22,0,21.8,9.8,7.0,2.1,4.9,1.2,1.4,0.9,0.9,4.0,8.6,.466,0.8,2.3,.360,1.0,1.5,.636
Nick Richards,CHO,C,26,67,51,26.3,9.7,8.0,2.6,5.5,0.8,0.4,1.1,1.1,3.9,5.6,.691,0.0,0.0,.000,2.0,2.7,.737
Lonnie Walker IV,BRK,SG,25,58,0,17.4,9.7,2.2,0.2,2.0,1.3,0.6,0.3,0.9,3.6,8.5,.423,1.8,4.7,.384,0.8,1.0,.763
Payton Pritchard,BOS,PG,26,82,5,22.3,9.6,3.2,0.9,2.4,3.4,0.5,0.1,0.7,3.6,7.7,.468,1.8,4.7,.385,0.6,0.7,.821
Amen Thompson,HOU,SF,21,62,23,22.4,9.5,6.6,2.4,4.2,2.6,1.3,0.6,1.5,3.9,7.2,.536,0.1,0.9,.138,1.7,2.5,.684
Josh Hart,NYK,SF,28,81,42,33.4,9.4,8.3,1.6,6.8,4.1,0.9,0.3,1.5,3.6,8.4,.434,1.0,3.2,.310,1.1,1.4,.791
Georges Niang,CLE,PF,30,82,10,22.3,9.4,3.4,0.3,3.1,1.2,0.4,0.2,0.9,3.5,7.7,.449,1.8,4.8,.376,0.6,0.7,.850
Isaac Okoro,CLE,SF,23,69,42,27.3,9.4,3.0,1.0,2.0,1.9,0.8,0.5,0.8,3.4,7.0,.490,1.2,3.1,.391,1.3,2.0,.679
Tre Mann,2TM,PG,22,41,28,24.1,9.3,3.6,0.5,3.1,4.0,1.2,0.1,1.6,3.5,7.7,.459,1.1,3.1,.373,1.1,1.4,.763
Malaki Branham,SAS,PG,20,75,29,21.3,9.2,2.0,0.4,1.6,2.1,0.4,0.1,1.2,3.6,8.4,.432,1.2,3.6,.347,0.7,0.8,.873
Andrew Nembhard,IND,PG,24,68,47,25.0,9.2,2.1,0.5,1.5,4.1,0.9,0.1,1.5,3.8,7.7,.498,0.9,2.5,.357,0.7,0.8,.804
Chris Paul,GSW,PG,38,58,18,26.4,9.2,3.9,0.3,3.6,6.8,1.2,0.1,1.3,3.6,8.1,.441,1.3,3.6,.371,0.7,0.9,.827
Brandin Podziemski,GSW,SG,20,74,28,26.6,9.2,5.8,1.6,4.2,3.7,0.8,0.2,1.2,3.7,8.1,.454,1.2,3.2,.385,0.7,1.1,.633
Duop Reath,POR,C,27,68,20,17.9,9.1,3.7,1.4,2.3,1.0,0.5,0.6,0.8,3.4,7.3,.461,1.3,3.6,.359,1.0,1.4,.742
Sam Hauser,BOS,SF,26,79,13,22.0,9.0,3.5,0.6,2.9,1.0,0.5,0.3,0.4,3.2,7.1,.446,2.5,5.9,.424,0.2,0.2,.895
Taurean Prince,LAL,PF,29,78,49,27.0,8.9,2.9,0.3,2.7,1.5,0.7,0.4,0.9,3.2,7.3,.442,1.8,4.6,.396,0.6,0.9,.735
Jabari Walker,POR,PF,21,72,23,23.6,8.9,7.1,2.1,5.0,1.0,0.6,0.3,0.9,3.3,7.1,.460,0.6,1.9,.295,1.8,2.4,.754
Dereck Lively II,DAL,C,19,55,42,23.5,8.8,6.9,2.5,4.4,1.1,0.7,1.4,0.9,4.0,5.4,.747,0.0,0.0,.000,0.7,1.5,.506
Kevin Love,MIA,PF,35,55,5,16.8,8.8,6.1,1.1,5.1,2.1,0.3,0.2,0.9,2.9,6.5,.440,1.5,4.4,.344,1.5,2.0,.787
Terance Mann,LAC,SG,27,75,71,25.0,8.8,3.4,1.2,2.2,1.6,0.6,0.2,0.6,3.4,6.6,.515,0.9,2.7,.348,1.1,1.3,.832
Ausar Thompson,DET,SF,21,63,38,25.1,8.8,6.4,2.0,4.3,1.9,1.1,0.9,1.3,3.7,7.6,.483,0.3,1.8,.186,1.1,1.9,.597
Draymond Green,GSW,PF,33,55,52,27.1,8.6,7.2,1.4,5.9,6.0,1.0,0.9,2.5,3.4,6.8,.497,0.9,2.3,.395,1.0,1.3,.730
Al Horford,BOS,C,37,65,33,26.8,8.6,6.4,1.3,5.1,2.6,0.6,1.0,0.7,3.3,6.4,.511,1.7,4.0,.419,0.4,0.5,.867
Derrick Jones Jr.,DAL,SF,26,76,66,23.5,8.6,3.3,1.1,2.2,1.0,0.7,0.7,0.9,3.1,6.5,.483,1.1,3.1,.343,1.3,1.8,.713
Gradey Dick,TOR,SG,20,60,17,21.1,8.5,2.2,0.5,1.8,1.1,0.6,0.0,0.8,3.2,7.4,.425,1.5,4.0,.365,0.7,0.9,.863
Dorian Finney-Smith,BRK,PF,30,68,56,28.4,8.5,4.7,1.6,3.1,1.6,0.8,0.6,0.9,3.2,7.5,.421,1.7,4.9,.348,0.5,0.7,.717
Tristan Vukcevic,WAS,C,20,10,4,15.3,8.5,3.6,0.6,3.0,1.3,0.5,0.7,1.0,2.9,6.7,.433,1.0,3.6,.278,1.7,2.2,.773
Bilal Coulibaly,WAS,SF,19,63,15,27.2,8.4,4.1,0.9,3.2,1.7,0.9,0.8,1.4,3.0,6.9,.435,1.0,2.9,.346,1.5,2.1,.702
Andre Drummond,CHI,C,30,79,10,17.1,8.4,9.0,3.4,5.6,0.5,0.9,0.6,1.0,3.4,6.1,.556,0.0,0.0,.000,1.6,2.8,.592
Miles McBride,NYK,PG,23,68,14,19.5,8.3,1.5,0.5,1.0,1.7,0.7,0.1,0.4,3.0,6.7,.452,1.6,3.9,.410,0.6,0.7,.860
Marcus Sasser,DET,PG,23,71,11,19.0,8.3,1.8,0.2,1.6,3.3,0.6,0.2,1.3,3.1,7.2,.428,1.3,3.4,.375,0.8,0.9,.879
Josh Green,DAL,SG,23,57,33,26.4,8.2,3.2,0.7,2.5,2.3,0.8,0.2,1.1,3.1,6.6,.479,1.3,3.3,.385,0.7,1.0,.684
Isaiah Joe,OKC,SG,24,78,1,18.5,8.2,2.3,0.4,1.9,1.3,0.6,0.3,0.6,2.8,6.2,.458,1.9,4.5,.416,0.6,0.7,.865
Ziaire Williams,MEM,SF,22,51,15,20.4,8.2,3.5,0.7,2.8,1.5,0.7,0.2,1.3,2.9,7.4,.397,1.1,3.7,.307,1.2,1.5,.827
Kyle Lowry,2TM,PG,37,60,55,28.2,8.1,3.2,0.6,2.7,4.2,1.0,0.4,1.4,2.7,6.3,.432,1.6,4.2,.392,1.1,1.3,.840
Walker Kessler,UTA,C,22,64,22,23.3,8.1,7.5,2.6,4.9,0.9,0.5,2.4,1.0,3.6,5.5,.654,0.1,0.3,.211,0.9,1.5,.602
Moses Moody,GSW,SG,21,66,9,17.5,8.1,3.0,1.0,2.0,0.9,0.6,0.4,0.7,2.9,6.4,.462,1.1,3.0,.360,1.1,1.4,.785
Nickeil Alexander-Walker,MIN,SG,25,82,20,23.4,8.0,2.0,0.4,1.6,2.5,0.8,0.5,0.9,2.9,6.6,.439,1.6,4.1,.391,0.6,0.8,.800
Sam Merrill,CLE,SG,27,61,1,17.5,8.0,2.0,0.4,1.6,1.8,0.3,0.1,0.3,2.6,6.4,.402,2.3,5.8,.404,0.4,0.5,.929
Derrick Rose,MEM,PG,35,24,7,16.6,8.0,1.9,0.3,1.6,3.3,0.3,0.1,1.3,3.2,6.9,.461,0.6,1.7,.366,1.0,1.1,.889
Dario Šarić,GSW,C,29,64,9,17.2,8.0,4.4,1.1,3.3,2.3,0.5,0.2,1.2,2.8,6.1,.466,1.2,3.1,.376,1.2,1.5,.849
Trayce Jackson-Davis,GSW,PF,23,68,16,16.6,7.9,5.0,2.0,3.0,1.2,0.4,1.1,0.7,3.4,4.9,.702,0.0,0.0,.000,1.1,1.9,.561
Danté Exum,DAL,PG,28,55,17,19.8,7.8,2.7,0.5,2.3,2.9,0.4,0.1,0.9,2.9,5.5,.533,1.0,2.0,.491,1.0,1.2,.779
Markelle Fultz,ORL,PG,25,43,18,21.2,7.8,3.2,1.3,1.9,2.8,1.0,0.3,1.2,3.6,7.6,.472,0.1,0.4,.222,0.5,0.8,.697
Isaiah Hartenstein,NYK,C,25,75,49,25.3,7.8,8.3,3.3,5.1,2.5,1.2,1.1,1.2,3.1,4.9,.644,0.0,0.0,.333,1.5,2.1,.707
Jordan Hawkins,NOP,SG,21,67,10,17.3,7.8,2.2,0.4,1.8,1.0,0.3,0.1,0.6,2.6,6.8,.382,1.6,4.4,.366,1.0,1.2,.838
Royce O'Neale,2TM,SF,30,79,14,24.7,7.7,4.8,0.8,4.0,2.8,0.7,0.6,0.9,2.7,6.8,.397,2.0,5.3,.370,0.3,0.4,.686
RaiQuan Gray,SAS,PF,24,3,0,13.0,7.7,2.3,0.7,1.7,2.0,0.3,0.3,0.3,3.3,5.7,.588,1.0,2.3,.429,0.0,0.0, 
Nikola Jović,MIA,PF,20,46,38,19.5,7.7,4.2,0.5,3.6,2.0,0.5,0.3,0.9,2.8,6.1,.452,1.4,3.5,.399,0.7,1.0,.702
Precious Achiuwa,2TM,C,24,74,18,21.9,7.6,6.6,2.6,4.0,1.3,0.6,0.9,1.1,3.2,6.3,.501,0.4,1.3,.268,0.9,1.5,.616
Toumani Camara,POR,PF,23,70,49,24.8,7.5,4.9,2.0,2.9,1.2,0.9,0.5,1.2,2.8,6.3,.450,0.8,2.5,.337,1.1,1.4,.758
Cody Martin,CHO,SF,28,28,22,26.9,7.5,3.9,0.7,3.2,3.7,1.1,0.6,1.6,2.9,7.7,.381,1.0,3.1,.314,0.7,1.2,.606
Brice Sensabaugh,UTA,SF,20,32,11,18.3,7.5,3.2,0.5,2.7,1.7,0.4,0.2,1.5,2.7,6.8,.390,1.1,3.6,.296,1.2,1.3,.902
Cameron Payne,2TM,PG,29,78,10,16.7,7.4,1.5,0.3,1.2,2.6,0.5,0.1,0.8,2.7,6.2,.432,1.3,3.4,.390,0.7,0.9,.866
Christian Braun,DEN,SG,22,82,4,20.2,7.3,3.7,1.0,2.8,1.6,0.5,0.4,0.7,2.7,5.9,.460,0.8,2.0,.384,1.1,1.6,.694
Jaden Hardy,DAL,SG,21,73,7,13.5,7.3,1.8,0.3,1.5,1.5,0.3,0.1,0.8,2.7,6.6,.407,1.1,3.1,.362,0.8,1.0,.776
Taylor Hendricks,UTA,PF,20,40,23,21.4,7.3,4.6,1.2,3.5,0.8,0.7,0.8,0.7,2.7,6.0,.450,1.3,3.5,.379,0.6,0.7,.793
Paul Reed,PHI,C,24,82,24,19.4,7.3,6.0,2.4,3.6,1.3,0.8,1.0,0.8,3.2,5.9,.540,0.3,0.7,.368,0.7,1.0,.718
Lamar Stevens,2TM,PF,26,38,3,14.7,7.2,3.3,0.9,2.4,0.7,0.6,0.6,0.6,2.8,6.3,.450,0.4,1.2,.304,1.1,1.4,.778
Johnny Juzang,UTA,SG,22,20,5,18.6,7.2,1.8,0.4,1.5,1.2,0.2,0.1,0.7,2.6,5.5,.464,1.6,3.9,.416,0.5,0.7,.714
Kevin Knox,DET,SF,24,31,11,18.1,7.2,2.4,0.6,1.8,0.7,0.4,0.2,0.7,2.8,6.0,.462,1.0,3.0,.330,0.6,0.7,.909
Trey Lyles,SAC,PF,28,58,0,20.0,7.2,4.4,1.1,3.4,1.2,0.3,0.3,0.7,2.5,5.5,.445,1.4,3.8,.384,0.8,1.2,.700
Jose Alvarado,NOP,PG,25,56,0,18.4,7.1,2.3,0.4,1.8,2.1,1.1,0.3,0.7,2.5,6.2,.412,1.4,3.7,.377,0.6,0.9,.673
Naji Marshall,NOP,SF,26,66,1,19.0,7.1,3.6,0.8,2.8,1.9,0.7,0.2,1.0,2.6,5.6,.463,0.9,2.3,.387,1.0,1.3,.791
Landry Shamet,WAS,SG,26,46,5,15.8,7.1,1.3,0.3,1.0,1.2,0.5,0.2,0.7,2.6,6.0,.431,1.2,3.4,.338,0.8,1.0,.826
James Wiseman,DET,C,22,63,6,17.3,7.1,5.3,1.7,3.6,0.9,0.2,0.6,1.0,3.0,4.8,.613,0.0,0.0,.000,1.1,1.6,.706
Vasilije Micić,2TM,PG,30,60,21,19.6,7.0,1.5,0.2,1.2,4.4,0.5,0.1,1.7,2.7,6.2,.430,0.7,2.6,.279,1.0,1.3,.813
Jordan Nwora,2TM,SF,25,52,1,13.7,7.0,2.9,0.5,2.3,1.2,0.5,0.3,1.0,2.7,5.8,.462,0.8,2.5,.336,0.8,1.0,.830
Quentin Grimes,2TM,SG,23,51,18,20.1,7.0,2.0,0.3,1.7,1.3,0.7,0.1,0.5,2.4,6.4,.372,1.6,4.7,.338,0.7,0.9,.756
Javon Freeman-Liberty,TOR,PG,24,22,6,18.3,7.0,3.2,0.7,2.5,1.8,0.5,0.2,1.1,2.5,5.6,.444,0.5,1.9,.238,1.5,1.6,.917
Evan Fournier,2TM,SG,31,32,0,18.1,6.9,1.8,0.2,1.7,1.5,0.9,0.2,0.7,2.5,6.9,.357,1.0,4.1,.254,0.9,1.1,.806
Gary Harris,ORL,SG,29,54,27,24.0,6.9,1.7,0.4,1.2,1.6,0.9,0.3,0.6,2.4,5.5,.441,1.4,3.8,.371,0.6,0.8,.756
Killian Hayes,DET,PG,22,42,31,24.0,6.9,2.8,0.3,2.6,4.9,0.9,0.5,1.2,2.8,6.7,.413,0.5,1.8,.297,0.8,1.2,.660
Bones Hyland,LAC,PG,23,37,5,14.6,6.9,1.5,0.1,1.4,2.5,0.7,0.1,1.2,2.6,6.8,.386,1.2,3.6,.326,0.5,0.6,.783
Mãozinha Pereira,MEM,SF,23,7,1,17.4,6.9,5.3,1.6,3.7,0.3,0.9,0.6,0.7,2.6,5.0,.514,0.7,1.9,.385,1.0,1.4,.700
Trendon Watford,BRK,PF,23,63,2,13.6,6.9,3.1,0.8,2.3,1.3,0.4,0.3,1.0,2.6,4.9,.527,0.4,1.1,.397,1.2,1.5,.794
Aaron Wiggins,OKC,SG,25,78,4,15.7,6.9,2.4,0.8,1.6,1.1,0.7,0.2,0.7,2.7,4.8,.562,0.8,1.6,.492,0.7,0.9,.789
Christian Wood,LAL,PF,28,50,1,17.4,6.9,5.1,0.8,4.3,1.0,0.3,0.7,1.0,2.5,5.3,.466,0.7,2.3,.307,1.3,1.9,.702
Trey Jemison,2TM,C,24,25,14,22.9,6.8,5.4,2.6,2.8,1.1,0.5,1.1,1.4,3.0,5.4,.551,0.0,0.0, ,0.8,1.0,.840
Julian Champagnie,SAS,SF,22,74,59,19.8,6.8,2.8,0.6,2.2,1.4,0.6,0.6,0.8,2.2,5.4,.408,1.4,3.7,.365,1.0,1.2,.815
Jonathan Isaac,ORL,PF,26,58,2,15.8,6.8,4.5,1.3,3.2,0.5,0.7,1.2,0.5,2.5,4.9,.510,0.7,1.9,.375,1.0,1.4,.720
Cedi Osman,SAS,SF,28,72,3,17.6,6.8,2.5,0.3,2.2,1.7,0.5,0.2,0.7,2.6,5.3,.479,1.2,3.1,.389,0.5,0.7,.673
Day'Ron Sharpe,BRK,C,22,61,1,15.1,6.8,6.4,2.6,3.7,1.4,0.4,0.7,1.1,2.8,4.8,.571,0.1,0.2,.267,1.2,2.0,.610
Cason Wallace,OKC,SG,20,82,13,20.6,6.8,2.3,0.6,1.6,1.5,0.9,0.5,0.5,2.6,5.4,.491,1.2,2.9,.419,0.4,0.5,.784
Robert Williams,POR,C,26,6,0,19.8,6.8,6.3,1.8,4.5,0.8,1.2,1.2,1.2,2.8,4.3,.654,0.0,0.0, ,1.2,1.5,.778
Dāvis Bertāns,2TM,PF,31,43,1,15.7,6.7,1.4,0.2,1.2,0.8,0.6,0.3,0.4,2.1,5.4,.393,1.8,4.7,.380,0.7,0.8,.909
Jahmi'us Ramsey,TOR,SG,22,7,1,17.3,6.7,3.1,0.6,2.6,1.1,1.0,0.0,1.0,2.6,5.9,.439,0.9,3.1,.273,0.7,0.9,.833
Peyton Watson,DEN,SF,21,80,4,18.6,6.7,3.2,0.7,2.5,1.1,0.5,1.1,0.7,2.6,5.6,.465,0.6,1.9,.296,0.9,1.3,.670
Amir Coffey,LAC,SF,26,70,13,20.9,6.6,2.1,0.4,1.7,1.1,0.6,0.2,0.5,2.4,5.0,.472,1.0,2.6,.380,0.9,1.0,.859
Aaron Holiday,HOU,PG,27,78,1,16.3,6.6,1.6,0.3,1.3,1.8,0.5,0.1,0.7,2.4,5.3,.446,1.1,2.8,.387,0.7,0.8,.921
Dennis Smith Jr.,BRK,PG,26,56,2,18.9,6.6,2.9,0.9,2.0,3.6,1.2,0.2,1.2,2.6,6.0,.435,0.6,1.9,.294,0.8,1.0,.741
Chimezie Metu,2TM,C,26,51,12,16.8,6.5,3.8,0.8,3.0,0.9,0.8,0.3,1.0,2.4,4.8,.504,0.5,1.8,.298,1.1,1.3,.906
Jordan Goodwin,2TM,PG,25,57,12,18.5,6.5,4.4,1.5,2.9,2.7,0.8,0.3,1.0,2.5,6.7,.369,0.7,2.5,.298,0.8,1.0,.746
David Roddy,2TM,PF,22,65,13,18.1,6.5,3.2,0.8,2.4,1.2,0.4,0.2,0.9,2.5,6.3,.403,0.7,2.5,.293,0.7,1.0,.691
David Duke Jr.,SAS,SG,24,4,0,12.8,6.5,2.5,0.5,2.0,1.3,0.5,0.0,0.8,2.5,4.5,.556,0.8,1.5,.500,0.8,0.8,1.000
Jeff Green,HOU,PF,37,78,6,16.8,6.5,2.3,0.6,1.7,0.9,0.2,0.4,0.6,2.1,4.7,.456,0.7,2.1,.331,1.6,1.9,.819
Isaiah Jackson,IND,C,22,59,3,13.1,6.5,4.0,1.6,2.4,0.8,0.6,1.0,0.7,2.6,3.9,.665,0.0,0.1,.000,1.2,1.7,.716
Marcus Morris,2TM,PF,34,49,7,16.7,6.4,2.7,0.5,2.3,0.7,0.3,0.3,0.6,2.4,5.4,.439,1.0,2.4,.403,0.7,0.9,.818
Kyle Anderson,MIN,PF,30,79,10,22.6,6.4,3.5,0.8,2.7,4.2,0.9,0.6,1.2,2.5,5.5,.460,0.1,0.6,.229,1.2,1.7,.708
Chris Boucher,TOR,PF,31,50,0,14.1,6.4,4.1,1.2,2.9,0.5,0.3,0.5,0.6,2.2,4.3,.507,0.6,1.9,.330,1.4,1.8,.772
Jared Butler,WAS,SG,23,40,0,14.2,6.3,1.5,0.2,1.2,3.2,0.7,0.2,1.3,2.5,5.0,.488,0.6,2.0,.308,0.8,0.9,.861
Bruno Fernando,ATL,C,25,45,2,15.2,6.3,4.3,1.3,3.0,1.0,0.6,0.6,1.0,2.4,4.2,.583,0.0,0.1,.000,1.4,2.1,.667
Daniel Theis,2TM,C,31,60,3,16.9,6.3,4.1,1.4,2.7,1.0,0.4,0.9,0.7,2.6,4.9,.532,0.4,1.2,.366,0.6,0.8,.760
Jaylen Nowell,2TM,SG,24,13,1,16.5,6.2,1.8,0.5,1.4,1.5,0.3,0.2,0.5,2.6,6.0,.436,0.5,2.2,.207,0.5,0.7,.778
Patrick Beverley,2TM,PG,35,73,13,20.0,6.2,3.3,0.7,2.6,2.9,0.6,0.4,0.9,2.2,5.2,.417,0.8,2.5,.337,1.0,1.2,.822
Jae Crowder,MIL,PF,33,50,25,23.1,6.2,3.2,0.6,2.6,1.3,0.8,0.2,0.5,2.3,5.4,.422,1.2,3.3,.349,0.5,0.7,.722
Keon Johnson,BRK,SG,21,5,0,12.2,6.2,1.4,0.6,0.8,0.6,0.6,0.2,1.0,1.6,4.2,.381,0.8,2.0,.400,2.2,2.4,.917
Haywood Highsmith,MIA,PF,27,66,26,20.7,6.1,3.2,1.0,2.2,1.1,0.8,0.5,0.5,2.3,5.0,.465,1.2,2.9,.396,0.3,0.5,.639
Vít Krejčí,ATL,PG,23,22,14,24.6,6.1,2.4,0.5,1.9,2.3,0.6,0.3,0.9,2.3,4.7,.490,1.3,3.1,.412,0.2,0.3,.833
Kris Murray,POR,SF,23,62,29,21.7,6.1,3.6,1.4,2.2,1.3,0.9,0.3,0.9,2.3,5.9,.396,0.8,3.0,.268,0.6,0.9,.661
Ben Simmons,BRK,PG,27,15,12,23.9,6.1,7.9,2.1,5.9,5.7,0.8,0.6,1.8,2.9,4.9,.581,0.0,0.0, ,0.4,1.0,.400
Zavier Simpson,MEM,PG,26,7,0,23.0,6.0,2.9,0.6,2.3,3.6,1.0,0.4,1.4,2.4,7.7,.315,0.7,2.4,.294,0.4,0.6,.750
Tosan Evbuomwan,2TM,SF,22,17,8,21.6,5.9,3.5,1.1,2.5,0.9,0.4,0.3,0.5,2.1,4.2,.507,0.7,1.9,.375,1.0,1.5,.680
Justin Champagnie,WAS,SF,22,15,1,15.7,5.9,3.5,1.3,2.3,1.3,0.7,0.6,0.7,2.1,5.2,.410,0.9,3.0,.289,0.8,1.0,.800
Nick Smith Jr.,CHO,SG,19,51,0,14.3,5.9,1.4,0.4,1.1,1.2,0.2,0.1,0.8,2.2,5.7,.391,1.2,2.9,.432,0.3,0.3,.867
Ochai Agbaji,2TM,SG,23,78,28,21.0,5.8,2.8,0.9,1.8,1.1,0.6,0.6,0.8,2.3,5.6,.411,0.8,2.7,.294,0.5,0.7,.661
Noah Clowney,BRK,PF,19,23,4,16.1,5.8,3.5,1.1,2.4,0.8,0.3,0.7,0.7,2.2,4.0,.538,0.5,1.4,.364,0.9,1.3,.700
